Temperature,Humidity,Rainfall,Soil_Type,Soil_pH,Nitrogen,Phosphorus,Potassium,Crop_Type,Land_Area,Recommended_Crop,Recommended_Fertilizer,Recommended_N,Recommended_P,Recommended_K,Overuse_Label
18.33,38.41,139.65,Sandy,4.95,16.0,71.0,24.0,Pigeonpeas,24.78,Pigeonpeas,DAP,20,60,40,Normal
20.0,58.93,600.0,Loamy,7.5,105.0,60.0,50.0,Wheat,40.2,Wheat,19:19:19 NPK,120,60,40,Normal
26.78,63.21,400.0,Loamy,7.51,125.6,82.0,47.1,Maize,5.4,Maize,MOP,120,60,40,Slight_Overuse
20.0,60.0,700.0,Loamy,6.5,145.0,75.0,85.0,Sugarcane,3.83,Sugarcane,DAP,250,60,120,Normal
24.53,80.54,260.26,Clay,7.07,97.0,50.0,41.0,Rice,16.47,Rice,Urea,80,40,40,Normal
30.0,62.18,500.0,Loamy,7.5,40.0,30.0,35.0,Jowar,2.91,Jowar,Urea,80,40,40,Normal
37.31,30.98,207.01,Loamy,5.39,104.0,96.0,144.0,Wheat,42.81,Wheat,DAP,120,60,40,High_Overuse
34.1,77.77,400.0,Loamy,6.98,128.0,52.7,61.9,Cotton,1.31,Cotton,DAP,120,60,60,Normal
30.59,64.52,67.01,Loamy,8.98,15.0,39.0,109.0,Sugarcane,40.45,Sugarcane,20-20,250,60,120,Normal
19.26,20.51,94.95,Clay,5.54,27.0,56.0,20.0,Kidneybeans,49.41,Kidneybeans,DAP,25,60,30,Normal
25.0,62.18,1000.0,Loamy,6.0,60.0,55.0,60.0,Ginger,15.84,Ginger,DAP,75,50,100,Normal
22.75,59.91,400.0,Loamy,6.9,139.3,69.5,145.3,Sugarcane,30.83,Sugarcane,MOP,250,60,120,Normal
23.48,81.33,224.06,Clay,7.38,98.0,47.0,37.0,Rice,33.45,Rice,Urea,80,40,40,Normal
20.0,58.93,800.0,Loamy,6.0,105.0,60.0,55.0,Wheat,46.73,Wheat,19:19:19 NPK,120,60,40,Slight_Overuse
31.78,62.84,400.0,Loamy,6.95,60.8,16.7,31.1,Jowar,20.53,Jowar,SSP,80,40,40,Normal
30.39,82.07,400.0,Loamy,7.41,87.1,54.9,47.6,Rice,2.54,Rice,50:26:26 NPK,80,40,40,Slight_Overuse
12.62,58.4,400.0,Loamy,7.17,97.8,54.9,51.7,Wheat,37.97,Wheat,Urea,120,60,40,Slight_Overuse
26.07,88.73,57.8,Sandy,6.47,85.0,27.0,45.0,Watermelon,38.59,Watermelon,14-35-14,80,40,80,Normal
19.09,59.93,400.0,Loamy,7.23,93.2,55.1,50.8,Wheat,35.05,Wheat,Urea,120,60,40,Slight_Overuse
29.29,61.12,400.0,Loamy,6.43,32.4,44.6,20.4,Tur,30.23,Tur,Urea,20,50,30,Slight_Overuse
20.0,60.0,1000.0,Loamy,6.5,135.0,80.0,135.0,Sugarcane,26.41,Sugarcane,Urea,250,60,120,Slight_Overuse
33.31,77.25,400.0,Loamy,7.38,151.2,57.0,72.4,Cotton,41.88,Cotton,Magnesium Sulphate,120,60,60,Slight_Overuse
23.38,21.99,87.67,Clay,5.74,34.0,59.0,18.0,Kidneybeans,17.21,Kidneybeans,DAP,25,60,30,Slight_Overuse
25.0,76.04,500.0,Loamy,7.5,110.0,75.0,65.0,Cotton,18.23,Cotton,Magnesium Sulphate,120,60,60,Normal
30.03,60.69,400.0,Loamy,6.51,62.4,31.2,40.1,Jowar,10.42,Jowar,Urea,80,40,40,Normal
35.0,60.0,1000.0,Loamy,6.5,150.0,60.0,125.0,Sugarcane,3.46,Sugarcane,DAP,250,60,120,Normal
25.0,62.18,600.0,Loamy,6.0,55.0,30.0,20.0,Tur,44.21,Tur,Urea,20,50,30,Slight_Overuse
20.0,58.93,600.0,Loamy,7.5,70.0,55.0,50.0,Wheat,31.06,Wheat,19:19:19 NPK,120,60,40,Normal
20.0,57.47,400.0,Loamy,6.0,40.0,30.0,25.0,Soybean,42.15,Soybean,20:20:20 NPK,20,60,40,Slight_Overuse
24.96,84.48,196.96,Clay,5.21,76.0,49.0,42.0,Rice,5.99,Rice,Urea,80,40,40,Normal
25.66,88.76,99.07,Sandy,6.14,0.0,2.6,34.8,Pomegranate,19.68,Pomegranate,13:32:26 NPK,50,50,100,Normal
28.9,76.16,118.7,Loamy,6.11,25.9,27.9,10.5,Sugarcane,41.28,Sugarcane,20-20,250,60,120,Normal
20.0,58.93,600.0,Loamy,6.0,75.0,45.0,60.0,Wheat,14.1,Wheat,Urea,120,60,40,Slight_Overuse
22.25,64.68,400.0,Loamy,5.76,152.9,58.6,57.6,Maize,50.12,Maize,MOP,120,60,40,High_Overuse
31.89,77.33,400.0,Loamy,5.96,123.9,19.5,47.2,Cotton,16.51,Cotton,12:32:16 NPK,120,60,60,Normal
20.0,58.93,900.0,Loamy,7.5,115.0,50.0,55.0,Wheat,5.26,Wheat,Urea,120,60,40,Slight_Overuse
29.42,79.15,31.49,Loamy,6.72,7.1,42.9,13.9,Mungbean,34.0,Mungbean,DAP,25,50,30,Normal
27.02,80.75,400.0,Loamy,5.78,23.4,28.1,36.5,Rice,19.26,Rice,50:26:26 NPK,80,40,40,Normal
34.51,90.56,118.33,Sandy,7.79,6.0,13.0,9.0,Orange,48.5,Orange,MOP,60,40,60,Normal
28.44,82.18,78.17,Sandy,5.84,7.3,129.5,195.2,Grapes,26.53,Grapes,MOP,60,60,80,High_Overuse
25.0,62.18,400.0,Loamy,6.0,40.0,25.0,20.0,Tur,17.95,Tur,SSP,20,50,30,Slight_Overuse
23.41,89.96,117.02,Loamy,5.9,15.2,127.2,199.1,Apple,17.86,Apple,MOP,60,40,60,High_Overuse
24.86,36.62,161.61,Sandy,6.61,33.6,66.5,24.2,Pigeonpeas,26.47,Pigeonpeas,DAP,20,60,40,Slight_Overuse
20.0,62.18,500.0,Loamy,7.5,120.0,80.0,55.0,Maize,16.38,Maize,SSP,120,60,40,High_Overuse
25.0,62.18,500.0,Loamy,6.0,55.0,25.0,30.0,Groundnut,47.83,Groundnut,Chilated Micronutrient,25,50,75,Slight_Overuse
10.0,76.04,500.0,Loamy,8.5,115.0,60.0,80.0,Cotton,14.36,Cotton,DAP,120,60,60,Slight_Overuse
30.0,62.18,900.0,Loamy,5.5,55.0,55.0,65.0,Ginger,36.01,Ginger,Urea,75,50,100,Normal
34.69,60.4,400.0,Loamy,7.04,136.2,60.5,146.8,Sugarcane,43.41,Sugarcane,MOP,250,60,120,Normal
34.2,53.55,94.54,Loamy,6.26,28.4,35.6,31.8,Mango,42.9,Mango,MOP,50,50,80,Normal
29.84,93.76,23.28,Sandy,6.13,95.0,13.0,46.0,Muskmelon,14.7,Muskmelon,14-35-14,80,40,80,Normal
25.71,80.23,43.09,Sandy,6.19,104.0,17.0,46.0,Watermelon,8.32,Watermelon,14-35-14,80,40,80,Slight_Overuse
26.15,41.82,157.91,Sandy,6.01,20.8,58.8,27.7,Pigeonpeas,5.24,Pigeonpeas,DAP,20,60,40,Normal
23.73,61.71,400.0,Loamy,6.55,33.0,36.2,26.9,Urad,30.33,Urad,Urea,20,50,30,Slight_Overuse
22.23,25.89,67.24,Loamy,6.37,109.7,47.4,59.6,Barley,27.84,Barley,Urea,60,40,20,High_Overuse
30.0,60.0,1200.0,Loamy,7.5,125.0,70.0,130.0,Sugarcane,46.8,Sugarcane,MOP,250,60,120,Normal
15.0,58.93,500.0,Loamy,6.0,60.0,50.0,60.0,Wheat,33.58,Wheat,19:19:19 NPK,120,60,40,Slight_Overuse
30.0,62.18,800.0,Loamy,6.5,55.0,35.0,40.0,Jowar,38.5,Jowar,Urea,80,40,40,Normal
28.99,91.0,27.5,Sandy,6.13,85.0,29.2,50.3,Muskmelon,45.1,Muskmelon,14-35-14,80,40,80,Normal
25.67,68.88,105.48,Clay,7.97,29.0,95.1,123.2,Rice,20.6,Rice,Urea,80,40,40,High_Overuse
23.09,81.53,400.0,Loamy,6.81,77.0,43.2,129.8,Grapes,4.61,Grapes,10:10:10 NPK,60,60,80,High_Overuse
25.67,85.14,249.21,Clay,6.95,63.6,48.8,40.8,Rice,36.28,Rice,Urea,80,40,40,Normal
18.65,61.38,93.62,Loamy,6.66,87.0,48.0,25.0,Maize,4.3,Maize,17-17-17,120,60,40,Normal
20.0,58.93,600.0,Loamy,6.0,70.0,60.0,60.0,Wheat,31.44,Wheat,19:19:19 NPK,120,60,40,Slight_Overuse
19.23,58.4,400.0,Loamy,6.46,152.1,87.7,133.7,Sugarcane,28.63,Sugarcane,MOP,250,60,120,Slight_Overuse
30.0,62.18,900.0,Loamy,6.5,65.0,40.0,45.0,Jowar,8.98,Jowar,Urea,80,40,40,Normal
12.45,57.87,400.0,Loamy,7.15,65.3,43.9,45.0,Wheat,5.04,Wheat,Urea,120,60,40,Normal
20.0,62.18,1500.0,Loamy,5.5,30.0,20.0,40.0,Turmeric,31.03,Turmeric,Urea,120,60,120,Normal
30.89,52.63,55.52,Sandy,8.63,35.0,55.0,22.0,Mothbeans,15.76,Mothbeans,DAP,20,40,20,High_Overuse
30.0,62.18,800.0,Loamy,7.5,30.0,35.0,30.0,Jowar,6.29,Jowar,Urea,80,40,40,Normal
21.16,58.59,400.0,Loamy,6.82,144.2,58.5,93.6,Sugarcane,10.34,Sugarcane,DAP,250,60,120,Normal
31.65,48.21,91.1,Loamy,6.39,3.0,18.0,31.0,Mango,6.78,Mango,MOP,50,50,80,Normal
17.52,59.68,400.0,Loamy,7.62,136.9,62.2,150.5,Sugarcane,20.81,Sugarcane,Urea,250,60,120,Slight_Overuse
20.37,56.82,400.0,Loamy,6.43,128.0,63.8,61.1,Sugarcane,31.45,Sugarcane,Urea,250,60,120,Normal
29.57,91.41,224.83,Sandy,5.83,19.0,30.0,30.0,Coconut,37.43,Coconut,MOP,100,40,200,Normal
20.0,58.93,600.0,Loamy,6.5,85.0,50.0,40.0,Wheat,35.12,Wheat,19:19:19 NPK,120,60,40,Normal
25.15,63.28,400.0,Loamy,6.41,112.5,74.2,38.6,Maize,35.75,Maize,MOP,120,60,40,Normal
30.0,60.0,1000.0,Loamy,7.0,145.0,65.0,70.0,Sugarcane,21.39,Sugarcane,DAP,250,60,120,Normal
32.21,48.78,221.94,Clay,4.85,113.0,56.0,1.0,Rice,8.21,Rice,Urea,80,40,40,High_Overuse
26.77,61.12,400.0,Loamy,6.61,130.4,82.2,121.6,Sugarcane,5.34,Sugarcane,Urea,250,60,120,Slight_Overuse
35.0,80.19,900.0,Loamy,6.5,120.0,60.0,60.0,Rice,2.7,Rice,Urea,80,40,40,High_Overuse
35.0,76.04,700.0,Loamy,6.0,100.0,30.0,50.0,Cotton,40.47,Cotton,DAP,120,60,60,Normal
25.0,58.93,500.0,Loamy,7.0,80.0,50.0,50.0,Wheat,35.06,Wheat,19:19:19 NPK,120,60,40,Normal
25.8,49.69,45.01,Sandy,4.0,17.9,47.5,21.5,Mothbeans,36.92,Mothbeans,DAP,20,40,20,Normal
27.82,67.96,278.31,Loamy,5.88,11.0,110.0,170.0,Wheat,35.76,Wheat,DAP,120,60,40,High_Overuse
21.08,56.24,400.0,Loamy,6.65,76.5,51.5,37.0,Wheat,5.2,Wheat,19:19:19 NPK,120,60,40,Normal
24.72,88.88,112.19,Sandy,5.74,22.0,9.0,44.0,Pomegranate,17.37,Pomegranate,13:32:26 NPK,50,50,100,Normal
25.0,76.04,800.0,Loamy,7.0,150.0,50.0,50.0,Cotton,23.81,Cotton,13:32:26 NPK,120,60,60,Normal
21.06,60.1,400.0,Loamy,5.87,126.0,61.7,43.1,Maize,38.94,Maize,Urea,120,60,40,Normal
40.11,82.06,400.0,Loamy,6.49,96.2,60.3,54.7,Rice,34.36,Rice,50:26:26 NPK,80,40,40,High_Overuse
35.48,50.11,92.31,Loamy,5.13,21.3,25.8,27.4,Mango,3.54,Mango,MOP,50,50,80,Normal
18.89,64.15,400.0,Loamy,5.51,55.1,39.2,62.5,Ginger,15.01,Ginger,Urea,75,50,100,Normal
28.03,81.14,53.78,Loamy,6.7,8.6,57.7,17.3,Mungbean,9.82,Mungbean,DAP,25,50,30,Normal
29.02,83.24,72.34,Sandy,6.11,19.6,132.2,193.1,Grapes,17.23,Grapes,MOP,60,60,80,High_Overuse
25.0,58.93,500.0,Loamy,7.0,65.0,40.0,50.0,Wheat,47.92,Wheat,19:19:19 NPK,120,60,40,Normal
28.33,64.7,400.0,Loamy,7.49,130.6,80.6,114.9,Sugarcane,39.87,Sugarcane,DAP,250,60,120,Slight_Overuse
25.0,76.04,800.0,Loamy,6.0,145.0,55.0,50.0,Cotton,42.97,Cotton,DAP,120,60,60,Normal
25.85,50.41,121.57,Clay,6.9,99.2,33.5,33.1,Coffee,21.11,Coffee,DAP,60,30,60,Slight_Overuse
20.0,58.93,900.0,Loamy,7.5,120.0,50.0,55.0,Wheat,28.28,Wheat,Urea,120,60,40,Slight_Overuse
25.0,76.04,800.0,Loamy,7.0,110.0,75.0,40.0,Cotton,20.22,Cotton,DAP,120,60,60,Normal
15.0,58.93,500.0,Loamy,6.0,65.0,40.0,40.0,Wheat,28.05,Wheat,19:19:19 NPK,120,60,40,Normal
33.0,64.0,500.0,Sandy,6.5,13.0,39.0,0.0,Ground Nuts,40.13,Ground Nuts,DAP,25,50,75,Normal
17.33,18.75,82.62,Sandy,7.55,59.0,70.0,84.0,Chickpea,20.85,Chickpea,DAP,20,60,40,High_Overuse
25.0,62.18,1000.0,Loamy,5.5,50.0,45.0,60.0,Ginger,43.22,Ginger,Ammonium Sulphate,75,50,100,Normal
30.0,71.78,400.0,Loamy,6.49,109.6,62.2,54.1,Cotton,5.1,Cotton,DAP,120,60,60,Normal
18.66,61.55,75.03,Loamy,6.12,60.0,57.0,24.0,Maize,8.76,Maize,17-17-17,120,60,40,Normal
21.36,58.18,400.0,Loamy,6.16,58.8,63.8,58.1,Wheat,15.92,Wheat,19:19:19 NPK,120,60,40,Slight_Overuse
31.34,34.67,105.89,Sandy,7.23,37.9,27.8,123.5,Cotton,33.61,Cotton,14-35-14,120,60,60,Slight_Overuse
27.77,64.48,192.71,Clay,6.94,111.0,28.0,26.0,Coffee,15.76,Coffee,DAP,60,30,60,Slight_Overuse
30.0,62.18,600.0,Loamy,7.5,50.0,40.0,25.0,Jowar,27.79,Jowar,SSP,80,40,40,Normal
29.09,60.74,400.0,Loamy,6.54,122.4,68.0,86.4,Sugarcane,37.31,Sugarcane,DAP,250,60,120,Normal
25.0,62.18,600.0,Loamy,6.0,25.0,10.0,15.0,Moong,31.24,Moong,SSP,20,50,30,Normal
10.0,76.04,500.0,Loamy,8.5,100.0,60.0,80.0,Cotton,16.25,Cotton,DAP,120,60,60,Slight_Overuse
16.54,81.65,91.23,Sandy,5.84,36.7,134.5,200.8,Grapes,21.13,Grapes,MOP,60,60,80,High_Overuse
21.84,80.73,202.38,Clay,6.95,70.0,36.0,42.0,Rice,32.96,Rice,Urea,80,40,40,Normal
25.92,27.41,229.52,Loamy,5.91,0.0,73.0,62.0,Soybean,36.92,Soybean,DAP,20,60,40,Slight_Overuse
25.0,58.93,500.0,Loamy,7.0,70.0,40.0,50.0,Wheat,9.59,Wheat,19:19:19 NPK,120,60,40,Normal
30.0,60.0,900.0,Loamy,7.0,140.0,70.0,130.0,Sugarcane,14.66,Sugarcane,Urea,250,60,120,Normal
30.0,80.19,1100.0,Loamy,7.5,115.0,50.0,55.0,Rice,30.32,Rice,50:26:26 NPK,80,40,40,High_Overuse
35.0,76.04,1000.0,Loamy,7.0,115.0,70.0,50.0,Cotton,14.77,Cotton,12:32:16 NPK,120,60,60,Normal
30.0,81.62,700.0,Loamy,7.0,90.0,50.0,130.0,Grapes,10.97,Grapes,Ferrous Sulphate,60,60,80,High_Overuse
34.25,78.91,400.0,Loamy,7.07,130.8,61.2,45.9,Cotton,25.92,Cotton,Magnesium Sulphate,120,60,60,Normal
25.0,76.04,800.0,Loamy,7.5,120.0,45.0,65.0,Cotton,14.81,Cotton,DAP,120,60,60,Normal
24.26,83.67,47.19,Sandy,6.12,44.8,139.5,198.8,Grapes,7.08,Grapes,MOP,60,60,80,High_Overuse
35.0,62.18,1000.0,Loamy,6.5,55.0,55.0,70.0,Ginger,47.41,Ginger,Ammonium Sulphate,75,50,100,Normal
16.81,30.09,258.74,Clay,6.56,70.0,104.0,137.0,Rice,38.35,Rice,Urea,80,40,40,High_Overuse
21.6,63.95,400.0,Loamy,5.53,38.6,24.9,28.0,Groundnut,5.64,Groundnut,Chilated Micronutrient,25,50,75,Slight_Overuse
27.35,94.18,40.35,Sandy,6.69,34.0,68.0,51.0,Papaya,45.77,Papaya,20-20,120,60,120,Normal
30.0,76.04,900.0,Loamy,6.5,120.0,60.0,55.0,Cotton,29.7,Cotton,DAP,120,60,60,Normal
23.91,93.63,131.63,Sandy,7.23,20.9,5.8,7.6,Orange,11.11,Orange,MOP,60,40,60,Normal
23.19,91.4,206.4,Sandy,6.5,47.0,46.0,52.0,Papaya,41.6,Papaya,20-20,120,60,120,Normal
28.0,57.86,300.41,Loamy,7.19,56.4,40.4,26.0,Soybean,37.51,Soybean,SSP,20,60,40,Slight_Overuse
35.0,60.0,1100.0,Loamy,7.0,100.0,55.0,115.0,Sugarcane,26.48,Sugarcane,DAP,250,60,120,Normal
30.2,60.07,66.37,Clay,7.15,56.0,75.0,15.0,Blackgram,33.87,Blackgram,DAP,20,50,30,High_Overuse
29.04,85.93,30.71,Sandy,6.07,102.6,25.2,49.7,Watermelon,0.5,Watermelon,14-35-14,80,40,80,Slight_Overuse
20.36,41.22,85.71,Sandy,8.36,90.6,6.7,151.5,Cotton,3.02,Cotton,14-35-14,120,60,60,Slight_Overuse
15.0,58.93,800.0,Loamy,6.5,100.0,80.0,40.0,Wheat,13.48,Wheat,Urea,120,60,40,Slight_Overuse
27.33,69.09,61.19,Clay,6.73,20.0,60.0,25.0,Blackgram,36.5,Blackgram,DAP,20,50,30,Normal
30.0,62.18,700.0,Loamy,6.5,30.0,40.0,25.0,Tur,12.34,Tur,SSP,20,50,30,Slight_Overuse
15.0,58.93,800.0,Loamy,6.5,115.0,60.0,40.0,Wheat,45.83,Wheat,19:19:19 NPK,120,60,40,Normal
27.51,57.0,400.0,Loamy,5.79,27.2,25.9,20.6,Urad,40.0,Urad,Urea,20,50,30,Slight_Overuse
35.0,80.19,1200.0,Loamy,6.0,105.0,40.0,60.0,Rice,4.93,Rice,Urea,80,40,40,High_Overuse
19.85,61.25,100.77,Loamy,5.73,95.0,38.0,22.0,Maize,46.26,Maize,17-17-17,120,60,40,Normal
28.51,88.93,20.0,Sandy,6.0,90.5,26.0,60.0,Muskmelon,4.1,Muskmelon,14-35-14,80,40,80,Normal
12.45,58.06,400.0,Loamy,6.5,66.5,62.1,31.7,Wheat,50.52,Wheat,Urea,120,60,40,Normal
23.96,76.59,76.13,Sandy,7.99,134.0,52.0,18.0,Cotton,4.0,Cotton,14-35-14,120,60,60,Normal
27.15,96.66,149.24,Sandy,6.03,33.0,14.0,35.0,Coconut,20.82,Coconut,MOP,100,40,200,Normal
30.64,61.15,71.37,Clay,7.17,52.0,58.0,16.0,Blackgram,23.57,Blackgram,DAP,20,50,30,Slight_Overuse
28.33,78.67,52.46,Loamy,7.51,64.0,89.0,148.0,Maize,27.74,Maize,17-17-17,120,60,40,High_Overuse
18.63,63.42,56.07,Loamy,6.35,22.5,65.5,19.8,Lentil,31.89,Lentil,DAP,20,60,40,Normal
21.31,91.99,112.07,Loamy,5.99,11.8,130.0,204.8,Apple,47.9,Apple,MOP,60,40,60,High_Overuse
29.92,59.48,400.0,Loamy,7.48,57.1,41.2,30.3,Jowar,16.51,Jowar,10:26:26 NPK,80,40,40,Normal
25.87,92.32,153.02,Sandy,5.99,16.0,28.0,21.4,Coconut,3.66,Coconut,MOP,100,40,200,Normal
23.31,61.31,400.0,Loamy,6.68,135.4,65.1,119.8,Sugarcane,2.87,Sugarcane,MOP,250,60,120,Normal
35.0,60.0,1500.0,Loamy,7.5,120.0,75.0,130.0,Sugarcane,27.52,Sugarcane,Urea,250,60,120,Normal
32.61,47.75,91.1,Loamy,5.42,18.0,26.0,31.0,Mango,48.57,Mango,MOP,50,50,80,Normal
32.89,91.51,226.96,Sandy,6.65,34.8,65.6,55.9,Papaya,10.42,Papaya,20-20,120,60,120,Normal
27.64,74.86,62.32,Loamy,6.35,62.0,2.0,179.0,Sugarcane,1.3,Sugarcane,20-20,250,60,120,Slight_Overuse
30.92,59.51,207.33,Loamy,7.74,97.3,50.8,40.1,Barley,13.99,Barley,Urea,60,40,20,High_Overuse
28.93,53.57,66.36,Sandy,9.68,5.0,35.0,20.0,Mothbeans,48.31,Mothbeans,DAP,20,40,20,Normal
28.54,91.73,25.13,Sandy,6.16,108.0,22.0,47.0,Muskmelon,10.38,Muskmelon,14-35-14,80,40,80,Slight_Overuse
25.0,62.18,700.0,Loamy,6.0,60.0,30.0,35.0,Jowar,44.61,Jowar,Urea,80,40,40,Normal
31.48,48.78,93.17,Loamy,4.53,19.0,38.0,26.0,Mango,17.08,Mango,MOP,50,50,80,Normal
24.74,47.25,234.9,Sandy,5.76,116.0,2.0,157.0,Cotton,37.16,Cotton,14-35-14,120,60,60,Slight_Overuse
13.55,93.09,116.9,Sandy,5.85,18.8,18.2,2.9,Orange,5.24,Orange,MOP,60,40,60,Normal
27.85,30.79,258.07,Loamy,7.43,29.8,92.0,48.9,Sugarcane,27.46,Sugarcane,20-20,250,60,120,Slight_Overuse
22.29,61.12,400.0,Loamy,7.65,54.0,35.5,36.6,Jowar,14.68,Jowar,10:26:26 NPK,80,40,40,Normal
20.0,60.0,1000.0,Loamy,6.5,125.0,70.0,145.0,Sugarcane,9.68,Sugarcane,DAP,250,60,120,Normal
25.76,34.44,187.43,Loamy,6.53,37.0,15.0,120.0,Maize,49.72,Maize,17-17-17,120,60,40,Slight_Overuse
23.22,47.3,233.68,Sandy,5.72,125.4,3.8,156.1,Cotton,39.58,Cotton,14-35-14,120,60,60,Slight_Overuse
25.0,62.18,800.0,Loamy,6.5,30.0,45.0,30.0,Groundnut,46.75,Groundnut,SSP,25,50,75,Normal
30.0,62.18,700.0,Loamy,7.0,150.0,80.0,45.0,Maize,34.59,Maize,MOP,120,60,40,Slight_Overuse
27.81,68.2,126.23,Loamy,8.73,95.0,8.0,18.0,Barley,43.44,Barley,Urea,60,40,20,Slight_Overuse
30.0,76.04,600.0,Loamy,7.5,100.0,80.0,60.0,Cotton,33.71,Cotton,DAP,120,60,60,Slight_Overuse
28.62,59.45,80.04,Sandy,8.42,12.2,54.0,16.7,Mothbeans,6.51,Mothbeans,DAP,20,40,20,Slight_Overuse
26.91,79.88,95.23,Loamy,6.06,115.2,73.1,47.9,Banana,29.73,Banana,20-20,200,60,200,Normal
18.76,60.75,400.0,Loamy,6.93,87.3,55.7,97.6,Sugarcane,28.71,Sugarcane,DAP,250,60,120,Normal
35.56,45.78,106.1,Loamy,4.78,97.0,60.0,2.0,Wheat,18.44,Wheat,DAP,120,60,40,Normal
28.14,68.12,207.9,Loamy,5.39,73.3,42.2,91.0,Maize,31.14,Maize,17-17-17,120,60,40,Slight_Overuse
26.96,80.54,400.0,Loamy,7.94,104.6,78.3,63.7,Cotton,37.82,Cotton,12:32:16 NPK,120,60,60,Slight_Overuse
34.73,75.44,400.0,Loamy,7.5,109.7,65.5,69.6,Cotton,45.17,Cotton,12:32:16 NPK,120,60,60,Normal
30.0,62.18,700.0,Loamy,6.5,40.0,60.0,25.0,Tur,9.38,Tur,Urea,20,50,30,Slight_Overuse
36.26,79.47,69.06,Loamy,4.54,29.0,12.1,103.2,Soybean,0.5,Soybean,DAP,20,60,40,High_Overuse
35.0,76.04,1000.0,Loamy,6.0,130.0,60.0,60.0,Cotton,36.58,Cotton,13:32:26 NPK,120,60,60,Normal
25.0,80.19,1000.0,Loamy,7.0,100.0,55.0,45.0,Rice,16.16,Rice,50:26:26 NPK,80,40,40,Slight_Overuse
24.97,75.55,400.0,Loamy,7.02,108.9,59.0,37.1,Cotton,32.38,Cotton,12:32:16 NPK,120,60,60,Normal
29.93,93.51,152.78,Sandy,6.11,5.8,9.2,35.8,Coconut,51.63,Coconut,MOP,100,40,200,Normal
39.61,58.05,139.06,Loamy,6.43,23.6,119.4,184.9,Maize,25.32,Maize,17-17-17,120,60,40,High_Overuse
19.87,86.36,108.32,Sandy,5.78,36.0,7.0,37.0,Pomegranate,47.57,Pomegranate,13:32:26 NPK,50,50,100,Normal
27.83,65.54,400.0,Loamy,6.71,22.2,42.1,28.8,Groundnut,9.26,Groundnut,SSP,25,50,75,Normal
25.11,80.86,400.0,Loamy,7.0,103.8,35.3,132.6,Grapes,38.57,Grapes,Hydrated Lime,60,60,80,High_Overuse
35.82,62.22,400.0,Loamy,5.92,47.8,35.5,40.7,Jowar,6.73,Jowar,Urea,80,40,40,Normal
27.39,88.67,58.3,Loamy,6.7,32.0,56.0,21.0,Mungbean,11.56,Mungbean,DAP,25,50,30,Slight_Overuse
30.0,60.0,1000.0,Loamy,7.0,120.0,65.0,70.0,Sugarcane,21.29,Sugarcane,DAP,250,60,120,Normal
26.63,79.98,100.37,Loamy,6.3,106.6,77.1,52.9,Banana,41.47,Banana,20-20,200,60,200,Slight_Overuse
29.97,60.3,400.0,Loamy,7.48,77.2,63.3,45.3,Jowar,17.78,Jowar,10:26:26 NPK,80,40,40,Slight_Overuse
27.01,80.19,97.33,Loamy,6.13,90.0,92.0,55.0,Banana,44.2,Banana,20-20,200,60,200,Slight_Overuse
26.19,56.13,82.0,Loamy,5.67,68.4,51.4,19.8,Maize,20.02,Maize,17-17-17,120,60,40,Normal
20.0,60.0,700.0,Loamy,6.5,140.0,80.0,95.0,Sugarcane,41.97,Sugarcane,Urea,250,60,120,Slight_Overuse
25.12,62.39,400.0,Loamy,6.07,64.1,59.5,60.0,Jowar,45.74,Jowar,10:26:26 NPK,80,40,40,High_Overuse
30.0,80.19,1100.0,Loamy,6.5,85.0,45.0,45.0,Rice,7.19,Rice,Urea,80,40,40,Normal
30.0,62.18,700.0,Loamy,6.5,30.0,15.0,15.0,Moong,26.47,Moong,Urea,20,50,30,Slight_Overuse
16.69,66.16,81.7,Loamy,7.77,7.0,38.0,178.0,Maize,26.91,Maize,17-17-17,120,60,40,Slight_Overuse
25.0,60.0,1000.0,Loamy,7.0,125.0,85.0,145.0,Sugarcane,31.07,Sugarcane,Urea,250,60,120,Slight_Overuse
25.99,73.84,400.0,Loamy,6.06,109.0,78.6,60.1,Cotton,49.2,Cotton,12:32:16 NPK,120,60,60,Slight_Overuse
23.87,75.68,90.45,Sandy,6.81,131.0,38.0,19.0,Cotton,19.1,Cotton,14-35-14,120,60,60,Normal
33.31,67.08,108.51,Sandy,5.27,27.0,61.0,18.0,Pigeonpeas,26.4,Pigeonpeas,DAP,20,60,40,Slight_Overuse
30.0,62.18,700.0,Loamy,6.5,125.0,70.0,40.0,Maize,35.05,Maize,Urea,120,60,40,Normal
30.0,62.18,600.0,Loamy,6.0,55.0,35.0,20.0,Tur,41.13,Tur,SSP,20,50,30,Slight_Overuse
21.47,64.46,400.0,Loamy,6.23,142.5,73.4,157.0,Sugarcane,13.96,Sugarcane,Urea,250,60,120,Slight_Overuse
39.07,82.04,69.31,Sandy,6.0,23.0,142.0,197.0,Grapes,23.75,Grapes,MOP,60,60,80,High_Overuse
23.23,81.11,81.22,Sandy,7.62,132.6,28.0,24.5,Cotton,43.22,Cotton,14-35-14,120,60,60,Normal
28.55,88.96,49.49,Loamy,6.27,26.0,54.0,17.0,Mungbean,42.28,Mungbean,DAP,25,50,30,Normal
22.67,79.46,108.64,Loamy,5.67,105.7,90.4,52.6,Banana,35.4,Banana,20-20,200,60,200,Slight_Overuse
